prodcode,TermFromEMIS,class,bnf,substance,group
x1656041000033112,Methadone 20mg/ml oral solution sugar free,,,methadone,oat
x1655841000033110,Methadose 20mg/ml oral solution concentrate (Rosemont Pharmaceuticals Ltd),,,methadone,oat
x887841000033119,Methadone 2mg/5ml linctus,,,methadone,oat
x1977641000033117,Methadone 35mg/3.5ml solution for injection ampoules,,,methadone,oat
x2069141000033115,Physeptone 35mg/3.5ml solution for injection ampoules (Martindale Pharmaceuticals Ltd),,,methadone,oat
x1924241000033110,Morphine 100mg modified-release capsules,,,morphine,other_opiates
x930741000033113,Morcap SR 100mg capsules (Hospira UK Ltd),,,morphine,other_opiates
x1561241000033112,Zomorph 100mg modified-release capsules (Ethypharm UK Ltd),,,morphine,other_opiates
x936541000033119,Morphine 100mg modified-release tablets,,,morphine,other_opiates
x2912441000033113,Morphgesic SR 100mg tablets (Advanz Pharma),,,morphine,other_opiates
x941041000033119,MST Continus 100mg tablets (Napp Pharmaceuticals Ltd),,,morphine,other_opiates
x2753641000033115,Filnarine SR 100mg tablets (Teva UK Ltd),,,morphine,other_opiates
x1923941000033116,Morphine 10mg modified-release capsules,,,morphine,other_opiates
x1561141000033117,Zomorph 10mg modified-release capsules (Ethypharm UK Ltd),,,morphine,other_opiates
x929741000033117,Morphine 10mg modified-release tablets,,,morphine,other_opiates
x2912141000033117,Morphgesic SR 10mg tablets (Advanz Pharma),,,morphine,other_opiates
x2753341000033111,Filnarine SR 10mg tablets (Teva UK Ltd),,,morphine,other_opiates
x940941000033112,MST Continus 10mg tablets (Napp Pharmaceuticals Ltd),,,morphine,other_opiates
x2068541000033117,Morphine 120mg modified-release capsules,,,morphine,other_opiates
x944041000033117,MXL 120mg capsules (Napp Pharmaceuticals Ltd),,,morphine,other_opiates
x2068641000033116,Morphine 150mg modified-release capsules,,,morphine,other_opiates
x944141000033118,MXL 150mg capsules (Napp Pharmaceuticals Ltd),,,morphine,other_opiates
x929941000033119,Morphine 15mg modified-release tablets,,,morphine,other_opiates
x940041000033111,MST Continus 15mg tablets (Napp Pharmaceuticals Ltd),,,morphine,other_opiates
x1924341000033117,Morphine 200mg modified-release capsules,,,morphine,other_opiates
x1561341000033119,Zomorph 200mg modified-release capsules (Ethypharm UK Ltd),,,morphine,other_opiates
x944241000033113,MXL 200mg capsules (Napp Pharmaceuticals Ltd),,,morphine,other_opiates
x933141000033115,Morphine 200mg modified-release tablets,,,morphine,other_opiates
x941341000033117,MST Continus 200mg tablets (Napp Pharmaceuticals Ltd),,,morphine,other_opiates
x4817241000033113,Filnarine SR 200mg tablets (Teva UK Ltd),,,morphine,other_opiates
x2068741000033113,Morphine 20mg modified-release capsules,,,morphine,other_opiates
x930841000033115,Morcap SR 20mg capsules (Hospira UK Ltd),,,morphine,other_opiates
x1924041000033119,Morphine 30mg modified-release capsules,,,morphine,other_opiates
x1561441000033113,Zomorph 30mg modified-release capsules (Ethypharm UK Ltd),,,morphine,other_opiates
x944341000033115,MXL 30mg capsules (Napp Pharmaceuticals Ltd),,,morphine,other_opiates
x936641000033118,Morphine 30mg modified-release tablets,,,morphine,other_opiates
x2912241000033112,Morphgesic SR 30mg tablets (Advanz Pharma),,,morphine,other_opiates
x941141000033115,MST Continus 30mg tablets (Napp Pharmaceuticals Ltd),,,morphine,other_opiates
x2753441000033117,Filnarine SR 30mg tablets (Teva UK Ltd),,,morphine,other_opiates
x2068841000033115,Morphine 50mg modified-release capsules,,,morphine,other_opiates
x930941000033111,Morcap SR 50mg capsules (Hospira UK Ltd),,,morphine,other_opiates
x930341000033112,Morphine 5mg modified-release tablets,,,morphine,other_opiates
x940441000033119,MST Continus 5mg tablets (Napp Pharmaceuticals Ltd),,,morphine,other_opiates
x1924141000033115,Morphine 60mg modified-release capsules,,,morphine,other_opiates
x1561541000033114,Zomorph 60mg modified-release capsules (Ethypharm UK Ltd),,,morphine,other_opiates
x944441000033114,MXL 60mg capsules (Napp Pharmaceuticals Ltd),,,morphine,other_opiates
x936741000033110,Morphine 60mg modified-release tablets,,,morphine,other_opiates
x2912341000033119,Morphgesic SR 60mg tablets (Advanz Pharma),,,morphine,other_opiates
x941241000033110,MST Continus 60mg tablets (Napp Pharmaceuticals Ltd),,,morphine,other_opiates
x2753541000033116,Filnarine SR 60mg tablets (Teva UK Ltd),,,morphine,other_opiates
x2068441000033118,Morphine 90mg modified-release capsules,,,morphine,other_opiates
x944541000033110,MXL 90mg capsules (Napp Pharmaceuticals Ltd),,,morphine,other_opiates
x2099641000033110,Morphine and Cocaine elixir,,,morphine,other_opiates
x2093141000033119,Morphine hydrochloride powder,,,morphine,other_opiates
x3964441000033112,Morphine sulfate 10mg/1ml solution for injection ampoules,,,morphine,other_opiates
x931541000033111,Morphine sulfate 10mg/5ml oral solution,,,morphine,other_opiates
x1752541000033114,Sevredol 10mg/5ml oral solution (Napp Pharmaceuticals Ltd),,,morphine,other_opiates
x1014841000033113,Oramorph 10mg/5ml oral solution (Boehringer Ingelheim Ltd),,,morphine,other_opiates
x3279441000033116,Morphine sulfate 20mg/1ml solution for injection ampoules,,,morphine,other_opiates
x931641000033112,Morphine sulfate 20mg/ml oral solution sugar free,,,morphine,other_opiates
x1014941000033117,Oramorph 20mg/ml concentrated oral solution (Boehringer Ingelheim Ltd),,,morphine,other_opiates
x1752041000033116,Sevredol 20mg/ml concentrated oral solution (Napp Pharmaceuticals Ltd),,,morphine,other_opiates
x3309541000033117,Morphine sulfate 30mg/1ml solution for injection ampoules,,,morphine,other_opiates
x2946241000033118,Morphine sulfate 60mg/2ml solution for injection ampoules,,,morphine,other_opiates
x2093241000033114,Morphine sulfate powder,,,morphine,other_opiates
x10641541000033118,Abtard 10mg modified-release tablets (Ethypharm UK Ltd),,,oxycodone,other_opiates
x10333241000033114,Oxeltra 10mg modified-release tablets (Wockhardt UK Ltd),,,oxycodone,other_opiates
x10984941000033117,Carexil 10mg modified-release tablets (Sandoz Ltd),,,oxycodone,other_opiates
x11243241000033114,Zomestine 10mg modified-release tablets (Accord Healthcare Ltd),,,oxycodone,other_opiates
x9177341000033118,Reltebon 10mg modified-release tablets (Accord Healthcare Ltd),,,oxycodone,other_opiates
x8838841000033119,Dolocodon PR 10mg tablets (Zentiva),,,oxycodone,other_opiates
x7886341000033112,Longtec 10mg modified-release tablets (Qdem Pharmaceuticals Ltd),,,oxycodone,other_opiates
x8048141000033110,Oxylan 10mg modified-release tablets (Chanelle Medical UK Ltd),,,oxycodone,other_opiates
x1981941000033112,Oxycodone 10mg modified-release tablets,,,oxycodone,other_opiates
x12664541000033119,Oxypro 10mg modified-release tablets (Ridge Pharma Ltd),,,oxycodone,other_opiates
x12666341000033119,Ixyldone 10mg modified-release tablets (Morningside Healthcare Ltd),,,oxycodone,other_opiates
x12636541000033115,Renocontin 10mg modified-release tablets (Glenmark Pharmaceuticals Europe Ltd),,,oxycodone,other_opiates
x12185341000033113,Onexila XL 10mg tablets (Aspire Pharma Ltd),,,oxycodone,other_opiates
x11808041000033113,Leveraxo 10mg modified-release tablets (Mylan),,,oxycodone,other_opiates
x1987641000033114,OxyContin 10mg modified-release tablets (Napp Pharmaceuticals Ltd),,,oxycodone,other_opiates
x12186741000033116,Shortec 10mg/1ml solution for injection ampoules (Qdem Pharmaceuticals Ltd),,,oxycodone,other_opiates
x2926541000033118,Oxycodone 10mg/1ml solution for injection ampoules,,,oxycodone,other_opiates
x2926741000033114,OxyNorm 10mg/1ml solution for injection ampoules (Napp Pharmaceuticals Ltd),,,oxycodone,other_opiates
x1987541000033113,Oxycodone 10mg/ml oral solution sugar free,,,oxycodone,other_opiates
x12187141000033118,Shortec 10mg/ml concentrate oral solution (Qdem Pharmaceuticals Ltd),,,oxycodone,other_opiates
x1988341000033119,OxyNorm 10mg/ml concentrate oral solution (Napp Pharmaceuticals Ltd),,,oxycodone,other_opiates
x10333341000033116,Oxeltra 15mg modified-release tablets (Wockhardt UK Ltd),,,oxycodone,other_opiates
x10491541000033114,Longtec 15mg modified-release tablets (Qdem Pharmaceuticals Ltd),,,oxycodone,other_opiates
x10641641000033117,Abtard 15mg modified-release tablets (Ethypharm UK Ltd),,,oxycodone,other_opiates
x9809641000033116,Reltebon 15mg modified-release tablets (Actavis UK Ltd),,,oxycodone,other_opiates
x6125041000033117,Oxycodone 15mg modified-release tablets,,,oxycodone,other_opiates
x12636741000033111,Renocontin 15mg modified-release tablets (Glenmark Pharmaceuticals Europe Ltd),,,oxycodone,other_opiates
x12666441000033113,Ixyldone 15mg modified-release tablets (Morningside Healthcare Ltd),,,oxycodone,other_opiates
x12664641000033118,Oxypro 15mg modified-release tablets (Ridge Pharma Ltd),,,oxycodone,other_opiates
x6125441000033114,OxyContin 15mg modified-release tablets (Napp Pharmaceuticals Ltd),,,oxycodone,other_opiates
x10641741000033114,Abtard 20mg modified-release tablets (Ethypharm UK Ltd),,,oxycodone,other_opiates
x10333441000033110,Oxeltra 20mg modified-release tablets (Wockhardt UK Ltd),,,oxycodone,other_opiates
x11243341000033116,Zomestine 20mg modified-release tablets (Accord Healthcare Ltd),,,oxycodone,other_opiates
x10985141000033118,Carexil 20mg modified-release tablets (Sandoz Ltd),,,oxycodone,other_opiates
x8048241000033115,Oxylan 20mg modified-release tablets (Chanelle Medical UK Ltd),,,oxycodone,other_opiates
x7886441000033118,Longtec 20mg modified-release tablets (Qdem Pharmaceuticals Ltd),,,oxycodone,other_opiates
x8838641000033115,Dolocodon PR 20mg tablets (Zentiva),,,oxycodone,other_opiates
x9177241000033111,Reltebon 20mg modified-release tablets (Accord Healthcare Ltd),,,oxycodone,other_opiates
x12664741000033110,Oxypro 20mg modified-release tablets (Ridge Pharma Ltd),,,oxycodone,other_opiates
x12666541000033114,Ixyldone 20mg modified-release tablets (Morningside Healthcare Ltd),,,oxycodone,other_opiates
x12636941000033114,Renocontin 20mg modified-release tablets (Glenmark Pharmaceuticals Europe Ltd),,,oxycodone,other_opiates
x1982041000033118,Oxycodone 20mg modified-release tablets,,,oxycodone,other_opiates
x12185541000033118,Onexila XL 20mg tablets (Aspire Pharma Ltd),,,oxycodone,other_opiates
x11808141000033112,Leveraxo 20mg modified-release tablets (Mylan),,,oxycodone,other_opiates
x1987741000033117,OxyContin 20mg modified-release tablets (Napp Pharmaceuticals Ltd),,,oxycodone,other_opiates
x12186841000033114,Shortec 20mg/2ml solution for injection ampoules (Qdem Pharmaceuticals Ltd),,,oxycodone,other_opiates
x2926641000033117,Oxycodone 20mg/2ml solution for injection ampoules,,,oxycodone,other_opiates
x2926841000033116,OxyNorm 20mg/2ml solution for injection ampoules (Napp Pharmaceuticals Ltd),,,oxycodone,other_opiates
x10333541000033111,Oxeltra 30mg modified-release tablets (Wockhardt UK Ltd),,,oxycodone,other_opiates
x10491641000033110,Longtec 30mg modified-release tablets (Qdem Pharmaceuticals Ltd),,,oxycodone,other_opiates
x10641841000033116,Abtard 30mg modified-release tablets (Ethypharm UK Ltd),,,oxycodone,other_opiates
x9809741000033113,Reltebon 30mg modified-release tablets (Actavis UK Ltd),,,oxycodone,other_opiates
x6125141000033118,Oxycodone 30mg modified-release tablets,,,oxycodone,other_opiates
x12637241000033119,Renocontin 30mg modified-release tablets (Glenmark Pharmaceuticals Europe Ltd),,,oxycodone,other_opiates
x12666641000033110,Ixyldone 30mg modified-release tablets (Morningside Healthcare Ltd),,,oxycodone,other_opiates
x12664841000033117,Oxypro 30mg modified-release tablets (Ridge Pharma Ltd),,,oxycodone,other_opiates
x11808241000033117,Leveraxo 30mg modified-release tablets (Mylan),,,oxycodone,other_opiates
x6125541000033110,OxyContin 30mg modified-release tablets (Napp Pharmaceuticals Ltd),,,oxycodone,other_opiates
x10641941000033112,Abtard 40mg modified-release tablets (Ethypharm UK Ltd),,,oxycodone,other_opiates
x10333641000033112,Oxeltra 40mg modified-release tablets (Wockhardt UK Ltd),,,oxycodone,other_opiates
x11243441000033110,Zomestine 40mg modified-release tablets (Accord Healthcare Ltd),,,oxycodone,other_opiates
x11489741000033112,Carexil 40mg modified-release tablets (Sandoz Ltd),,,oxycodone,other_opiates
x9177141000033116,Reltebon 40mg modified-release tablets (Actavis UK Ltd),,,oxycodone,other_opiates
x8838741000033112,Dolocodon PR 40mg tablets (Zentiva),,,oxycodone,other_opiates
x7886541000033117,Longtec 40mg modified-release tablets (Qdem Pharmaceuticals Ltd),,,oxycodone,other_opiates
x8048341000033113,Oxylan 40mg modified-release tablets (Chanelle Medical UK Ltd),,,oxycodone,other_opiates
x11808341000033110,Leveraxo 40mg modified-release tablets (Mylan),,,oxycodone,other_opiates
x12185641000033117,Onexila XL 40mg tablets (Aspire Pharma Ltd),,,oxycodone,other_opiates
x12664941000033113,Oxypro 40mg modified-release tablets (Ridge Pharma Ltd),,,oxycodone,other_opiates
x12666741000033118,Ixyldone 40mg modified-release tablets (Morningside Healthcare Ltd),,,oxycodone,other_opiates
x12637341000033112,Renocontin 40mg modified-release tablets (Glenmark Pharmaceuticals Europe Ltd),,,oxycodone,other_opiates
x1982141000033119,Oxycodone 40mg modified-release tablets,,,oxycodone,other_opiates
x1987841000033110,OxyContin 40mg modified-release tablets (Napp Pharmaceuticals Ltd),,,oxycodone,other_opiates
x8048041000033111,Oxylan 5mg modified-release tablets (Chanelle Medical UK Ltd),,,oxycodone,other_opiates
x7886241000033119,Longtec 5mg modified-release tablets (Qdem Pharmaceuticals Ltd),,,oxycodone,other_opiates
x9177041000033115,Reltebon 5mg modified-release tablets (Accord Healthcare Ltd),,,oxycodone,other_opiates
x8838541000033116,Dolocodon PR 5mg tablets (Zentiva),,,oxycodone,other_opiates
x11243141000033119,Zomestine 5mg modified-release tablets (Accord Healthcare Ltd),,,oxycodone,other_opiates
x10984841000033113,Carexil 5mg modified-release tablets (Sandoz Ltd),,,oxycodone,other_opiates
x10333141000033119,Oxeltra 5mg modified-release tablets (Wockhardt UK Ltd),,,oxycodone,other_opiates
x10641441000033119,Abtard 5mg modified-release tablets (Ethypharm UK Ltd),,,oxycodone,other_opiates
x2748441000033110,Oxycodone 5mg modified-release tablets,,,oxycodone,other_opiates
x12636441000033116,Renocontin 5mg modified-release tablets (Glenmark Pharmaceuticals Europe Ltd),,,oxycodone,other_opiates
x12666841000033111,Ixyldone 5mg modified-release tablets (Morningside Healthcare Ltd),,,oxycodone,other_opiates
x12665041000033113,Oxypro 5mg modified-release tablets (Ridge Pharma Ltd),,,oxycodone,other_opiates
x11808441000033116,Leveraxo 5mg modified-release tablets (Mylan),,,oxycodone,other_opiates
x2748541000033111,OxyContin 5mg modified-release tablets (Napp Pharmaceuticals Ltd),,,oxycodone,other_opiates
x12187041000033117,Shortec liquid 5mg/5ml oral solution (Qdem Pharmaceuticals Ltd),,,oxycodone,other_opiates
x1987441000033112,Oxycodone 5mg/5ml oral solution sugar free,,,oxycodone,other_opiates
x1988441000033113,OxyNorm liquid 5mg/5ml oral solution (Napp Pharmaceuticals Ltd),,,oxycodone,other_opiates
x10642041000033118,Abtard 60mg modified-release tablets (Ethypharm UK Ltd),,,oxycodone,other_opiates
x10333741000033115,Oxeltra 60mg modified-release tablets (Wockhardt UK Ltd),,,oxycodone,other_opiates
x10492041000033114,Longtec 60mg modified-release tablets (Qdem Pharmaceuticals Ltd),,,oxycodone,other_opiates
x9809841000033115,Reltebon 60mg modified-release tablets (Actavis UK Ltd),,,oxycodone,other_opiates
x6125241000033113,Oxycodone 60mg modified-release tablets,,,oxycodone,other_opiates
x12665141000033112,Oxypro 60mg modified-release tablets (Ridge Pharma Ltd),,,oxycodone,other_opiates
x12666941000033115,Ixyldone 60mg modified-release tablets (Morningside Healthcare Ltd),,,oxycodone,other_opiates
x12637441000033118,Renocontin 60mg modified-release tablets (Glenmark Pharmaceuticals Europe Ltd),,,oxycodone,other_opiates
x11808541000033115,Leveraxo 60mg modified-release tablets (Mylan),,,oxycodone,other_opiates
x6125641000033111,OxyContin 60mg modified-release tablets (Napp Pharmaceuticals Ltd),,,oxycodone,other_opiates
x10333841000033113,Oxeltra 80mg modified-release tablets (Wockhardt UK Ltd),,,oxycodone,other_opiates
x10642141000033119,Abtard 80mg modified-release tablets (Ethypharm UK Ltd),,,oxycodone,other_opiates
x11243541000033111,Zomestine 80mg modified-release tablets (Accord Healthcare Ltd),,,oxycodone,other_opiates
x11489841000033119,Carexil 80mg modified-release tablets (Sandoz Ltd),,,oxycodone,other_opiates
x9176841000033112,Reltebon 80mg modified-release tablets (Actavis UK Ltd),,,oxycodone,other_opiates
x7886641000033116,Longtec 80mg modified-release tablets (Qdem Pharmaceuticals Ltd),,,oxycodone,other_opiates
x8048441000033119,Oxylan 80mg modified-release tablets (Chanelle Medical UK Ltd),,,oxycodone,other_opiates
x11808641000033119,Leveraxo 80mg modified-release tablets (Mylan),,,oxycodone,other_opiates
x12185741000033114,Onexila XL 80mg tablets (Aspire Pharma Ltd),,,oxycodone,other_opiates
x12667041000033119,Ixyldone 80mg modified-release tablets (Morningside Healthcare Ltd),,,oxycodone,other_opiates
x12665241000033117,Oxypro 80mg modified-release tablets (Ridge Pharma Ltd),,,oxycodone,other_opiates
x1982541000033111,Oxycodone 80mg modified-release tablets,,,oxycodone,other_opiates
x1987941000033119,OxyContin 80mg modified-release tablets (Napp Pharmaceuticals Ltd),,,oxycodone,other_opiates
x1662441000033114,Paroxetine 10mg/5ml oral suspension sugar free,,,paroxetine,antidepressant
x1686141000033119,Seroxat 20mg/10ml liquid (GlaxoSmithKline UK Ltd),,,paroxetine,antidepressant
x368541000033115,Codeine 25mg/5ml oral solution,,,codeine,other_opiates
